feature_index,feature_name,importance
f19,n_trees,87547.1953125
f12,mean_annual_precip,34830.24609375
f4,ppfd_in,9497.298828125
f16,stand_height,7934.00341796875
f42,tree_age_class_code,6978.814453125
f45,clay_percentage,6504.15283203125
f20,pl_age,2050.55224609375
f39,growth_condition_code,1934.906494140625
f14,basal_area,1841.2322998046875
f24,pl_bark_thick,1819.8408203125
f3,sw_in,1313.232421875
f13,stand_age,1288.4583740234375
f30,biome_code,1237.462158203125
f21,pl_dbh,1073.9052734375
f9,longitude,957.486328125
f25,pl_sapw_area,949.2352294921875
f8,latitude,585.7680053710938
f10,elevation,551.9252319335938
f11,mean_annual_temp,549.9686279296875
f2,vpd,508.8996276855469
f22,pl_height,505.2658386230469
f15,tree_density,484.93743896484375
f23,pl_leaf_area,456.9022521972656
f32,social_status_code,454.3939208984375
f7,ext_rad,436.10418701171875
f44,swc_shallow,381.04376220703125
f26,pl_sapw_depth,353.84466552734375
f0,ta,339.172607421875
f34,tree_volume_index,268.4828796386719
f1,rh,258.73724365234375
f40,pl_social_code,233.25010681152344
f31,igbp_code,210.27838134765625
f36,igbp_class_code,193.2528533935547
f5,ws,173.3301544189453
f27,latitude_abs,154.51109313964844
f18,soil_depth,150.5467529296875
f17,leaf_area_index,146.99087524414062
f28,aridity_index_legacy,137.6800994873047
f33,sapwood_leaf_ratio,100.55953979492188
f41,tree_size_class_code,51.07144546508789
f6,precip,15.627701759338379
f46,sand_percentage,14.004899978637695
